name,apt_rating,apt_contact,apt_image
503 E Springfield Ave_2b2b,0,(855) 556-2417,https://image1.apartmentfinder.com/i2/jt6wg56UXfmc1ZgBtnCRoOcmN-Z-N5X31BhEP9vRodw/117/503-e-springfield-ave-champaign-il-street-view.jpg
1615 Bassett Ln_4b3.5b,0,(844) 214-0107,https://image3.apartmentfinder.com/i2/UVD_tco6bCl3D_rieaqcL9SmXRgWKlChnWfjLWKmkKE/117/1615-bassett-ln-champaign-il-primary-photo.jpg
1308 Grandview Dr_1b1b,0,(217) 318-0920,https://image4.apartmentfinder.com/i2/GAJZgNjm5X5j6a1odZgD438op_2upbipwgMMLgGgMV0/117/1308-grandview-dr-champaign-il-primary-photo.jpg
207 E Healey St_1b1b,0,(217) 305-4083,https://image2.apartmentfinder.com/i2/Er2QiZVrtNvJscVJL_ZrNuxdewE9AKR9Id93-7ZH7JU/117/207-e-healey-st-champaign-il-primary-photo.jpg
107 E John St_1b1b,0,(217) 305-7376,https://image3.apartmentfinder.com/i2/BDYaNvQUp1gYKOQepw8S5eUndV8hNInL2xFyIjdTxdQ/117/107-e-john-st-champaign-il-primary-photo.jpg
105 E John St_1b1b,0,(844) 437-8787,https://image2.apartmentfinder.com/i2/hcDmCmAmJqoH86z5r9hZOx3iu26kvymnSdb-eRxhllA/117/105-e-john-st-champaign-il-primary-photo.jpg
110 E John St_1b1b,0,(844) 848-9566,https://image2.apartmentfinder.com/i2/r7ZZmSYiorctxSVMERUWbAdupkOx5Gw64APVWpArfzg/117/110-e-john-st-champaign-il-primary-photo.jpg
57 E Healey St_0b1b,0,(888) 834-9231,https://image1.apartmentfinder.com/i2/qL9OtQUzjxmiSnIiH_ARUcsL3K4SczLc78j16IyGvJQ/117/57-e-healey-st-champaign-il-primary-photo.jpg
1308 Grandview Dr_1b1b,0,(217) 318-0656,https://image1.apartmentfinder.com/i2/cLgvTgpFyiIimJy_zH1QtRLquuQzbNqnb0DDmT4_3iI/117/1308-grandview-dr-champaign-il-primary-photo.jpg
1407 Rosewood Dr_3b1b,0,(844) 286-0761,https://image4.apartmentfinder.com/i2/0P15FOa8jdzLMoAQROnot62DCaM2NnCn_ez1tH_RRQ4/117/1407-rosewood-dr-champaign-il-primary-photo.jpg
502 E Springfield Ave_3b2.5b,0,(217) 689-1159,https://image2.apartmentfinder.com/i2/kxgfSsiTpu__YGGRZPxWL6f2HnKRAREMpAs6yqN_AVA/117/502-e-springfield-ave-champaign-il-primary-photo.jpg
305 Birch St_1b1b,0,(217) 903-5112,https://image4.apartmentfinder.com/i2/nEKc9sE-3fr6naCC-lhxbUn7nefbewTkOQwQ4TP071A/117/305-birch-st-champaign-il-primary-photo.jpg
301 S 4th St_2b2b,0,(855) 556-2418,https://image4.apartmentfinder.com/i2/kAjCRskXCvByZjGe4I5zJ9Nn3pCNBc9INzt54nIFyFI/117/301-s-4th-st-champaign-il-street-view.jpg
307 Birch St_1b1b,0,(217) 318-0919,https://image3.apartmentfinder.com/i2/mwpI0vzDqZv1FTn5SJNgsQ7fSsjQz7htqJHn2bxbme8/117/307-birch-st-champaign-il-primary-photo.jpg
1208 S Elm Blvd_2b1b,0,(844) 276-9387,https://image4.apartmentfinder.com/i2/hDctOqjXLVHlvSTD3wIRVOtX7DbdqKfnBDsYeR7AiEI/117/1208-s-elm-blvd-champaign-il-great-corner-lot.jpg
310 Avondale Ave_2b1b,0,(217) 305-7816,https://image2.apartmentfinder.com/i2/GHOZXo-GHx09AkmB20hA7Yken-55wmdkMmWCnPyCdFI/117/310-avondale-ave-champaign-il-street-view.jpg
502 E Springfield Ave_3b2.5b,0,(217) 305-4338,https://image3.apartmentfinder.com/i2/BAuEUeR5a6LSp9PghfNbhJp7HCHL8SPdo4WDZS3EHwk/117/502-e-springfield-ave-champaign-il-primary-photo.jpg
502 E Springfield Ave_3b2b,0,(217) 305-7656,https://image1.apartmentfinder.com/i2/36_VLs5OiXzz7prISMVIfm8UBAbM25NYFznxyiVAkRk/117/502-e-springfield-ave-champaign-il-502-e-springfield-champaign.jpg
2606 Sheridan Dr_3b2b,0,(855) 491-0660,https://image4.apartmentfinder.com/i2/5OWXPKQ6OyWw6IwNHtSL8_FdEhCzWufIuLq1E5_yz3g/117/2606-sheridan-dr-champaign-il-primary-photo.jpg
501 Mitchell Ct_1b1b,0,(217) 305-7812,https://image3.apartmentfinder.com/i2/5R9qKr5R6F83QcnHivi2GwyRdd3zd9_WvMxnWdzAFSw/117/501-mitchell-ct-champaign-il-primary-photo.jpg
502 E Springfield Ave_3b2.5b,0,(217) 305-7753,https://image1.apartmentfinder.com/i2/54wEqBQTqa4u9nOfxyFCBFKZKkuTDpjXtOBdOqRCIXg/117/502-e-springfield-ave-champaign-il-primary-photo.jpg
305 Birch St_1b1b,0,(217) 305-7787,https://image2.apartmentfinder.com/i2/qIsLmaGDJw4hYowmOgqFbIKYzBB2J3YnwHnFUdnM5yQ/117/305-birch-st-champaign-il-primary-photo.jpg
311 Birch St_1b1b,0,(217) 305-7525,https://image2.apartmentfinder.com/i2/bEajvcpLvWjBH38VnICBdGUq2C2qZlE03qybJ6GVpx8/117/311-birch-st-champaign-il-primary-photo.jpg
709 W Green St_4b2b,0,(217) 689-2577,https://image2.apartmentfinder.com/i2/8J6TelMsyzujiejsMMI4-j3FKsDLBJe3qGAc1xftpVU/117/709-w-green-st-champaign-il-primary-photo.jpg
901 S 2nd St_4b2b,0,(217) 318-0822,https://image3.apartmentfinder.com/i2/HYUwNON4TxRTGcki0ROURt93Bx3Y_yUqOh6tlSIBgR4/117/901-s-2nd-st-champaign-il-primary-photo.jpg
2002 Blackthorn Dr_2b1.5b,0,(217) 903-4942,https://image4.apartmentfinder.com/i2/HgLiUjLomEp_T84kaDYSp8HF0FB0J3_SqYNTcPgOs6I/117/2002-blackthorn-dr-champaign-il-primary-photo.jpg
610 S Mattis Ave_2b1b,0,(217) 318-0846,https://image3.apartmentfinder.com/i2/XcoHUBukmKzKmcx0p32qcUSRYXV491_PdnAHx-p0tLQ/117/610-s-mattis-ave-champaign-il-primary-photo.jpg
606 S Mattis Ave_1b1b,0,(217) 305-4391,https://image3.apartmentfinder.com/i2/fXpymz85McZ6q07H66ILNEIymbLQpvxtI-9ZKB0CTME/117/606-s-mattis-ave-champaign-il-primary-photo.jpg
606 S Mattis Ave_2b1b,0,(217) 305-7092,https://image3.apartmentfinder.com/i2/aD1jXms_ZfmAnRGcnd_iDbWNfXXTr25x3ZHlGUOYbv0/117/606-s-mattis-ave-champaign-il-primary-photo.jpg
1106 Maplepark Dr_3b2b,0,(844) 286-4421,https://image1.apartmentfinder.com/i2/4vWiAQg0hOVgaN5-opeThBwErP-6WIpshQlTJzHpVy4/117/1106-maplepark-dr-champaign-il-primary-photo.jpg
603 E Clark St_1b1b,0,(844) 323-8402,https://image4.apartmentfinder.com/i2/zIQ_ITm2hwApvUZeqxzthkxDUsUYB_QcfpOATi67lTs/117/603-e-clark-st-champaign-il-primary-photo.jpg
612 Ventura Rd_3b1b,0,(217) 305-4404,https://image4.apartmentfinder.com/i2/1rx2q9WIbtu9yUBjKItDDM3jxeLazpDuqcUsoxnHRYY/117/612-ventura-rd-champaign-il-primary-photo.jpg
906 S Locust St_2b1b,0,(217) 903-4388,https://image3.apartmentfinder.com/i2/hTxMjSjtyrmFg3_fEGuymtUkc5M7L9z33dObamC1uFU/117/906-s-locust-st-champaign-il-primary-photo.jpg
705 S 1st St_3b1b,0,(217) 305-4103,https://image3.apartmentfinder.com/i2/emJth2_igXMHCCIAoxOM7jHnuCd2SmFEivwvrwqDpVY/117/705-s-1st-st-champaign-il-large-open-kitchen.jpg
705 S 1st St_3b1.5b,0,(217) 600-6321,https://image4.apartmentfinder.com/i2/FGfx0Zjz8MKVFCl96dm9sAKO12rKopXCn7lg7onT8Gk/117/705-s-1st-st-champaign-il-large-open-kitchen.jpg
705 S 1st St_4b2b,0,(217) 305-4567,https://image4.apartmentfinder.com/i2/O___kGhMsFSwGEeAyc2021Wen2O-neWxUsztO4Zsft4/117/705-s-1st-st-champaign-il-all-new-furniture.jpg
908 S Locust St_1b1b,0,(217) 305-7526,https://image2.apartmentfinder.com/i2/QfgsXw8rUEnTDZ-ANDcDe3Oybh_YjeeSt7JtpAO7Quw/117/908-s-locust-st-champaign-il-large-bedroom.jpg
101 E Daniel St_4b2b,0,(844) 328-0724,https://image2.apartmentfinder.com/i2/pioxDVohw7rGSrWRdQ66EwTPQ-53f3c6xzsq6R4TlKQ/117/101-e-daniel-st-champaign-il-primary-photo.jpg
1616A Maynard Dr_3b1.5b,0,(217) 305-4378,https://image4.apartmentfinder.com/i2/j-lS_xWwTuryKz6uSYqQyMEeQBcJWRYTHL2X-09ddQw/117/1616a-maynard-dr-champaign-il-primary-photo.jpg
211 W Columbia Ave_3b1b,0,No Information,https://image4.apartmentfinder.com/i2/Sq8jH4559zL3ecTaRW0MQ7huncYQoIIqZh9uNdiMbUE/117/211-w-columbia-ave-champaign-il-primary-photo.jpg
1603 W John St_3b2.5b,0,(855) 324-8992,https://image2.apartmentfinder.com/i2/YOW4SokkBm0PSgV-WA4COffnIUzavkNB_1fhk5NYF4M/117/1603-w-john-st-champaign-il-primary-photo.jpg
708 W Springfield Ave_2b1b,0,No Information,https://image3.apartmentfinder.com/i2/nmw-OP3LZkKqNykMv-Rvk0dS8ITEzOiTQhEke4mJe7I/117/708-w-springfield-ave-champaign-il-primary-photo.jpg
108 W Charles St_1b1b,0,No Information,https://image2.apartmentfinder.com/i2/f06fQAIfBBgjiGcMnoM2GMJEk8RKMhsK6c9NRf64jRA/117/108-w-charles-st-champaign-il-primary-photo.jpg
803 W Springfield Ave_1b1b,0,No Information,https://image4.apartmentfinder.com/i2/XHd8T4qE8myvgEy1DY9cLnKD2QKbPys3dhGc2I1Olpc/117/803-w-springfield-ave-champaign-il-primary-photo.jpg
311 S Prairie St_2b2b,0,No Information,https://image1.apartmentfinder.com/i2/1hJpbZ0Jdsxr8RilG4tanHXDQQnk_1604rW5WH7FIu8/117/311-s-prairie-st-champaign-il-primary-photo.jpg
Healey Street_2b1b,4,(844) 728-4765,https://image4.apartmentfinder.com/i2/JLAuXD7nmOoMZ3UggCpZelNrZrvqQuY9X3njB9NFhJU/117/healey-street-champaign-il-primary-photo.jpg
Anthony Drive_1b1b,4,(844) 306-6039,https://image2.apartmentfinder.com/i2/C-W3b8WrqqpPttfvWlVFOs9XIl_NnQFf1y5l_Nu89XI/117/anthony-drive-champaign-il-anthony-drive-apartments.jpg
Prairie Place_2b1b,3,(855) 891-9969,https://image4.apartmentfinder.com/i2/473O1zOZJUjI5u9dbxv4Zrx0dcuJVFhXCKle3MQfvJo/117/prairie-place-champaign-il-primary-photo.jpg
State Street_1b1b,4,(844) 405-0495,https://image4.apartmentfinder.com/i2/AiCl_x6qD8sf1stLQf6j-QaoAGKqW1xWPmWK7eUUKlo/117/state-street-champaign-il-primary-photo.jpg
211 Springfield Apartments_2b1b,3,(844) 285-1280,https://image4.apartmentfinder.com/i2/uo-nl-jcS8FIFOdvG2pSGzKQJAWm4D8b6lJHCCdPMD4/117/211-springfield-apartments-champaign-il-primary-photo.jpg
Colonial South_1b1b,4,(855) 374-8758,https://image2.apartmentfinder.com/i2/o1YxPJ_aRBXpjKjyBKYwk8Qa2FXeiagy1UEVKrhMvR4/117/colonial-south-champaign-il-primary-photo.jpg
Clark Street House_1b1b,4,(217) 903-4463,https://image1.apartmentfinder.com/i2/XH8rp14-ggr3dKnEdFfdyxLMsnBDGrpYMPQu-6s2ur0/117/clark-street-house-champaign-il-primary-photo.jpg
Healey Townhomes_2b2.5b,4,(217) 689-0744,https://image4.apartmentfinder.com/i2/VnVtBDAgEyptzNQyfpN4N75YX5jqtA6d986MFustmCc/117/healey-townhomes-champaign-il-primary-photo.jpg
Green Street_2b1b,4,(844) 254-7881,https://image3.apartmentfinder.com/i2/9nySLZ6XghKCM-Aa_Nw7tWrqOw614OhULcAOZtkdgXk/117/green-street-champaign-il-green-street-apartments.jpg
Clark Street_2b1b,4,(844) 292-4531,https://image4.apartmentfinder.com/i2/GfrWeQeOI7IB5FcwJTZRdVs2HzY2oXYBnN2-Eql2aVY/117/clark-street-champaign-il-clark-street-apartments.jpg
Stoneleigh Court_2b1.5b,4,(217) 318-0963,https://image2.apartmentfinder.com/i2/yCk_bcITh7bdW2ewc_cRi2--Ez9nhfohUWbbZGUSjFU/117/stoneleigh-court-champaign-il-primary-photo.jpg
2511 Leeper Dr_2b1b,0,(217) 840-1070,https://image2.apartmentfinder.com/i2/SClAQj4-fokFlk0QaotAExck1HpzV_rY_fa3oVeegGc/117/2511-leeper-dr-champaign-il-primary-photo.jpg
2513 Leeper Dr_2b1b,0,(217) 840-1070,https://image4.apartmentfinder.com/i2/CjUkrYdcoGdRIxa412c4KSzGI_SbobvSnT51bsNvP4E/117/2513-leeper-dr-champaign-il-primary-photo.jpg
503 S Locust St_4b3b,0,(217) 722-9000,https://image4.apartmentfinder.com/i2/MXtk_UNvF0ymACL1-vS5vnA9pXO2NeKx-32MbyeVbA0/117/503-s-locust-st-champaign-il-primary-photo.jpg
25 E John St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/WKYOt1iccklhQog_ReIO0H7fx43iAaxDWbFHm1AryOM/117/25-e-john-st-champaign-il-primary-photo.jpg
1013 S 1st St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/-p--72slgx-yPOAAK9_PViuze79ed_bsXcroS2LmujI/117/1013-s-1st-st-champaign-il-primary-photo.jpg
707 S 1st St_3b2b,0,(217) 722-9000,https://image4.apartmentfinder.com/i2/9sc68qIm6OcH_g1aAr26SQOsuimi7ubbWC6dsaZPvGg/117/707-s-1st-st-champaign-il-primary-photo.jpg
101 E Chalmers St_5b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/XRb78EtA-Oem55ASBQIV4W_hDAJ3AnlxZ-AlwDMmIn0/117/101-e-chalmers-st-champaign-il-primary-photo.jpg
31 E John St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/iyb8EitNSnwgGM8Nv-YuggUn2Pq2PXXJTo0w1110c-w/117/31-e-john-st-champaign-il-primary-photo.jpg
33 E John St_4b4b,0,(217) 722-9000,https://image3.apartmentfinder.com/i2/OHbyXJKuFFBeBolrtxGmubuf0VxLYLV6LyFEB7JisoE/117/33-e-john-st-champaign-il-primary-photo.jpg
1004 S 1st St_4b4b,0,(217) 722-9000,https://image1.apartmentfinder.com/i2/4dIsEy0Di7XZT8nL0RPIgiQDYj7L9PZj5BXOiF0jeI4/117/1004-s-1st-st-champaign-il-primary-photo.jpg
609 S State St_3b2b,0,(217) 352-5509,https://image3.apartmentfinder.com/i2/VeRYmO6W-GGDDRqMP-vb3P0LuHVF_N4eZRqm2mzRsRI/117/609-s-state-st-champaign-il-primary-photo.jpg
1801 Lynwood Dr_2b1b,0,(217) 352-5509,https://image4.apartmentfinder.com/i2/GJk5Vp0GNehQyu4LWIpkVNkPH71b0N9vPZgfmZqNC1s/117/1801-lynwood-dr-champaign-il-primary-photo.jpg
919 W Harvard St_2b1b,0,(217) 607-1645,https://image4.apartmentfinder.com/i2/_Jw8kDouviJc1URDNXQoqHUpmww3D1_VmnoW1a6YFcM/117/919-w-harvard-st-champaign-il-primary-photo.jpg
1211 N Walnut St_2b1b,0,(217) 607-1645,https://image2.apartmentfinder.com/i2/RMmSBQeFEmRKXQ1rwPUsZYI2GcepjtHf4-2V5YEPx8s/117/1211-n-walnut-st-champaign-il-primary-photo.png
1604 Coronado Dr_1b1b,0,(217) 607-1645,https://image3.apartmentfinder.com/i2/o3XjuxpXgwjN2_K06RtzrNBWkT9JIaJoy2rEgPVEqmQ/117/1604-coronado-dr-champaign-il-primary-photo.jpg
1711 W John St_2b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/QsCWVN_rKV-y12OwfkI8qTO7VXUtID3xCNzV06X2Hzo/117/1711-w-john-st-champaign-il-primary-photo.jpg
208 S Prospect Ave_3b1.5b,0,(217) 418-2642,https://image4.apartmentfinder.com/i2/vqRWxYlZ5zcy-mjykEygaDctFPipiKPgE6ZVbS3Tf74/117/208-s-prospect-ave-champaign-il-primary-photo.jpg
1411 Greenbriar Dr_2b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/e3srOY9b5IEqa6M_5dP-oPo1ISvs1UOHhQ6WE3sDWdE/117/1411-greenbriar-dr-champaign-il-primary-photo.jpg
16 Colony W Dr_2b1.5b,0,(217) 352-5509,https://image3.apartmentfinder.com/i2/wkfm7P5Y2BTUYjXoI09Pu8sJvwDpZR0XFOZCLgmltqc/117/16-colony-w-dr-champaign-il-primary-photo.jpg
709 Bethume Ct_4b1b,0,(217) 607-1645,https://image3.apartmentfinder.com/i2/goY2yiQlHYpT-8nQG49bK4VFCadIyg_tadBEVa7XjYI/117/709-bethume-ct-champaign-il-primary-photo.png
310 Cedar St_1b1b,0,(217) 352-5509,https://image1.apartmentfinder.com/i2/y-fHmkvqlaC8J6ueCGAcpK1Vg8PLS21ZMUVGPv9U3yQ/117/310-cedar-st-champaign-il-primary-photo.jpg
824 W Harvard St_2b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/VT2pRbMOLKhiR0zEBR8_sMnH_muHjgs9qp9p9XO1L3I/117/824-w-harvard-st-champaign-il-primary-photo.jpg
1902 Nancy Ct_2b1b,0,(217) 418-2642,https://image4.apartmentfinder.com/i2/5FWT0B87LICFlMsIJYwqXIjLeyn7BXq66tTzN7I8W_I/117/1902-nancy-ct-champaign-il-primary-photo.jpg
501 W Green St_1b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/Dvu7b0f6nzJ7K8jFJBMhvRl6QQlbyfSimAVRYj19dos/117/501-w-green-st-champaign-il-primary-photo.jpg
1012 W Eureka St_4b1.5b,0,(217) 418-2642,https://image4.apartmentfinder.com/i2/jx3zIaWHuQjJaNMz_0ib-Rt10VgcSrjqP2i_kiMjX68/117/1012-w-eureka-st-champaign-il-primary-photo.jpg
826 W Harvard St_2b1b,0,(217) 352-5509,https://image4.apartmentfinder.com/i2/lppwqlCXx4xf2ePfoPJTK4AJenKWyg3cIgIVBJVgOOQ/117/826-w-harvard-st-champaign-il-primary-photo.jpg
1901 Nancy Ct_2b1.5b,0,(217) 418-2642,https://image3.apartmentfinder.com/i2/fBboV4toOFHS8zAzI_xcDhuCbPhga3wWR45vGh1dSXA/117/1901-nancy-ct-champaign-il-primary-photo.jpg
1901 Nancy Ct_2b1.5b,0,(217) 418-2642,https://image2.apartmentfinder.com/i2/w5JWsNK5PJld-HGz-H_JM5GZRNiEkikXlLorfK8RCx4/117/1901-nancy-ct-champaign-il-primary-photo.jpg
1601 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/CylskfPPaFavcRAH-cFBxRKQGTDpej2gn63URHato-c/117/1601-valley-rd-champaign-il-primary-photo.jpg
1809 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/SRgeVMRDIcNFZ_Xt2vtBIOD7EsGJ2dedDDO5T93PbiY/117/1809-valley-rd-champaign-il-primary-photo.jpg
1786 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/6mi6IZ1LR8gL-V3juQl-7aaLB4v4AZe-5qYolT_DYtA/117/1786-valley-rd-champaign-il-primary-photo.jpg
1815 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/JtyF9XAYFoJDLy91j-Azvvdx-BSNZIipDylPFg4MgAw/117/1815-valley-rd-champaign-il-primary-photo.jpg
1703 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/CoYQXANwwiV9nSPiKgjH4PA4eTjlB2IsT6hxQn5efck/117/1703-valley-rd-champaign-il-primary-photo.jpg
1616 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/FyMLJYYUeky6tjcTDR3RE5FXV6gegdyreiLLiI70cxA/117/1616-valley-rd-champaign-il-primary-photo.jpg
1605 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/mrXj98CmoCXL-Q0i0RoEm5G3djZ9Tt8S90kToaCZY9I/117/1605-valley-rd-champaign-il-primary-photo.jpg
1723 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/n2ysDo6toQA33fKD2mkR_1ynz07Lx1y6ib3-YGKid5o/117/1723-valley-rd-champaign-il-primary-photo.jpg
1811 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/wCzDlxuYSqxJ8IMQ2kIrRGXgYey9WATkpSNYs3z5Row/117/1811-valley-rd-champaign-il-primary-photo.jpg
1811 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/-GNpVqVi7QWftbBdgqawet6oriQZnEO0bvMyArQxsUo/117/1811-valley-rd-champaign-il-primary-photo.jpg
1611 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/ecALoc_qdY1DFTCLXtpfkZEvBGelF_d4mpHu3oTeKBU/117/1611-valley-rd-champaign-il-primary-photo.jpg
1733 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/P-sQn5L8l1xZb_pzsBzcaOGVL1j5Ij9fKLsc4bD7zfE/117/1733-valley-rd-champaign-il-primary-photo.jpg
1831 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/HK69TcHWZVSlhk-XPzqICPDInZm_FMT7Cq8axOtwvdw/117/1831-valley-rd-champaign-il-primary-photo.jpg
1733 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/DGOtmoqCSRbOZIIKEgBtqLvrdfxrW_i8SuqGSumeGoc/117/1733-valley-rd-champaign-il-primary-photo.jpg
1626 Valley Rd_2b1.5b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/NHfNTjTBkO5stBlw25dJ67CrLnshG8-EWEezHVCN-Zs/117/1626-valley-rd-champaign-il-primary-photo.jpg
1676 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/0xQk9iCm5tLDAUOhFkTBovRDWZeRIkQjxjdUvmzEonE/117/1676-valley-rd-champaign-il-primary-photo.jpg
1603 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/Ar3JuavZtUzNoWnaD_cGDCaHiAUGtOetWVS8yUOl24I/117/1603-valley-rd-champaign-il-primary-photo.jpg
1823 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/vIFhPGZr1_FWeExEhG6q4ODIcKtQWAaSttY47BvSe2I/117/1823-valley-rd-champaign-il-primary-photo.jpg
1703 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/-Alz4rsdkPMqp3aiURAC0HP-bDd6mfssljttOwCCoMc/117/1703-valley-rd-champaign-il-primary-photo.jpg
1622 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/cqnbHuee1xBADbkmI2OLr63CTTaCnAjL1VtrzDideDM/117/1622-valley-rd-champaign-il-primary-photo.jpg
1609 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/wHZEBEp4X8DTAGEuEvFfoBhD4FRsJLHkWL8trY2hRKg/117/1609-valley-rd-champaign-il-primary-photo.jpg
1720 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/j9OexjNB2wKA8msEwExNkIiwGauiqqZwm9DrbZAArAE/117/1720-valley-rd-champaign-il-primary-photo.jpg
1605 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/O0MBjjzGGir_IcSU7XDI9p-8iiwGH18jY0WWkRB6DkM/117/1605-valley-rd-champaign-il-primary-photo.jpg
1735 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/jF7uRbKN5RXBf05RnLNdAvDeyWntuAVd-_atmDNAuA4/117/1735-valley-rd-champaign-il-primary-photo.jpg
1650 Valley Rd_2b1.5b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/-kbpozgUCj8KcphQ5yRtAKnzc-qgcLC-kuqhjV8gzNE/117/1650-valley-rd-champaign-il-primary-photo.jpg
1609 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/yfQ-kas8i_nmCQob7PdZtCrC27AHntguT-FFWNcTcHY/117/1609-valley-rd-champaign-il-primary-photo.jpg
1613 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/qtJFQkl60i1uQQviKsMY3HtsSPS7gFTnnn4qqHrZydU/117/1613-valley-rd-champaign-il-primary-photo.jpg
1718 Valley Rd_2b1.5b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/e0to06WYOg6bvdSVs6odZukfot0dcHiwdfqiEQsm7n8/117/1718-valley-rd-champaign-il-primary-photo.jpg
1656 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/N4UdP9uD0dE1qKQSmv010GvnYRkobmCi-kU646v2SXw/117/1656-valley-rd-champaign-il-primary-photo.jpg
1732 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/J6tfMmgTTaUL7B3FLmiHR-V6Y6aB7y-iufkTrkfLfXk/117/1732-valley-rd-champaign-il-primary-photo.jpg
1711 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/zDOkH1G9e86o2KCmq3cUN5RD3aH3pXot4F0mbgq4W-s/117/1711-valley-rd-champaign-il-primary-photo.jpg
1701 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/ZXusupfG1x3lQo94dzQ1GrufH2vY62oIi76DX9295MI/117/1701-valley-rd-champaign-il-primary-photo.jpg
56 E Healey St_1b1b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/Uj63v78PNO05H6Etoq04fBMBiohYelX3Aw-9awYwjk0/117/56-e-healey-st-champaign-il-primary-photo.jpg
308 1/2 E Clark St_4b2.5b,0,(217) 356-8750,https://image3.apartmentfinder.com/i2/Ht2FkO9UmUr3hVPvvMxiI_CF6svU4Ko3yQpqgzs201Q/117/308-12-e-clark-st-champaign-il-primary-photo.png
305 E White St_3b1b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/ok-T34ByT9IYDcp3x5zirP_ptC19FH65ciqRlI78GQE/117/305-e-white-st-champaign-il-primary-photo.jpg
308 1/2 E Clark St_8b5b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/Zm7FJhR7Po7mt0DAU3IvdiPwwXaFUfqpo23yy5WS5JY/117/308-12-e-clark-st-champaign-il-primary-photo.png
2600 W John St_3b2b,0,(217) 384-8001,https://image4.apartmentfinder.com/i2/IWFej3FIBKnLCIozLGtkSU9_nc-h29ph_DgQNnJ5o-Y/117/2600-w-john-st-champaign-il-primary-photo.jpg
1507 Harrington Dr_3b2b,0,(217) 693-5676,https://image2.apartmentfinder.com/i2/my-3YuQkPF0WhqCe47FoidILbUvFjCZxevI1DtDJbwM/117/1507-harrington-dr-champaign-il-primary-photo.jpg
2001 S Mattis Ave_2b1b,0,(217) 649-9444,https://image4.apartmentfinder.com/i2/QEl9LjNr7uGC3XveOLbod-mdlSBFxwnkao3RT1CKcwU/117/2001-s-mattis-ave-champaign-il-primary-photo.jpg
1807 Lynwood_2b1b,0,(217) 384-8001,https://image3.apartmentfinder.com/i2/Evg3B9BjI8yyzPPJHP-hoAy5crL0CsVurw_xoJK3m7A/117/1807-lynwood-dr-champaign-il-primary-photo.jpg
